Title,star-sum,product-price__regular,product sell price,Description,image,Category
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-02110 i9 2,3GHz, 64GB RAM, 2TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.499,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 64 GB RAM | 2000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641650/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"MSI GS66 10SFS-056 Stealth Gaming 15,6"" Full HD IPS 300Hz, i9-10980HK, RTX 2070 Super Max-Q, 16GB RAM, 1TB SSD, Windows 10 Pro",-2,"2.849,99 €",,"39,62 cm (15,6"") 1920 x 1080 Pixel (Full HD) IPS entspiegeltes Display
 Intel Core i9 (10. Generation) CPU
 NVIDIA GeForce RTX 2070 Super mit Max-Q Design 8192 MB Grafik
 16 GB RAM | 1000 GB SSD
 Windows 10 Pro 64 Bit | Schwarz | 2.1 kg",https://media.nbb-cdn.de/images/products/650000/652140/MSI_NB_GS66_Stealth_photo_10.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-00020 i9 2,3GHz, 16GB RAM, 1TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"3.929,99 €",,,https://media.nbb-cdn.de/images/products/660000/669200/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10030 i9 2,4GHz, 16GB RAM, 512GB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"3.929,99 €",,,https://media.nbb-cdn.de/images/products/660000/669201/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10130 i9 2,4GHz, 16GB RAM, 1TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.179,99 €",,,https://media.nbb-cdn.de/images/products/660000/669204/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10230 i9 2,4GHz, 16GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.659,99 €",,,https://media.nbb-cdn.de/images/products/660000/669205/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10330 i9 2,4GHz, 16GB RAM, 4TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.379,99 €",,,https://media.nbb-cdn.de/images/products/660000/669206/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10430 i9 2,4GHz, 16GB RAM, 8TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"6.819,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) unbekannt CPU
 AMD Radeon Pro 5600M 8192 MB Grafik
 16 GB RAM | 8000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/660000/669207/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11130 i9 2,4GHz, 32GB RAM, 1TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.659,99 €",,,https://media.nbb-cdn.de/images/products/660000/669208/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11230 i9 2,4GHz, 32GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.139,99 €",,,https://media.nbb-cdn.de/images/products/660000/669209/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11030 i9 2,4GHz, 32GB RAM, 512GB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.419,99 €",,,https://media.nbb-cdn.de/images/products/660000/669212/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11430 i9 2,4GHz, 32GB RAM, 8TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"7.299,99 €",,,https://media.nbb-cdn.de/images/products/660000/669214/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-12230 i9 2,4GHz, 64GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.619,99 €",,,https://media.nbb-cdn.de/images/products/660000/669217/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-12330 i9 2,4GHz, 64GB RAM, 4TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"6.339,99 €",,,https://media.nbb-cdn.de/images/products/660000/669219/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-12430 i9 2,4GHz, 64GB RAM, 8TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"6.799,00 €",,,https://media.nbb-cdn.de/images/products/660000/669221/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-00120 i9 2,3GHz, 16GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.409,99 €",,,https://media.nbb-cdn.de/images/products/660000/669272/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-00220 i9 2,3GHz, 16GB RAM, 4TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.129,99 €",,,https://media.nbb-cdn.de/images/products/660000/669274/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-00320 i9 2,3GHz, 16GB RAM, 8TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"6.579,99 €",,,https://media.nbb-cdn.de/images/products/660000/669278/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-01020 i9 2,3GHz, 32GB RAM, 1TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.409,99 €",,,https://media.nbb-cdn.de/images/products/660000/669282/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-01120 i9 2,3GHz, 32GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.889,99 €",,,https://media.nbb-cdn.de/images/products/660000/669287/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-01220 i9 2,3GHz, 32GB RAM, 4TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.609,99 €",,,https://media.nbb-cdn.de/images/products/660000/669294/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-01320 i9 2,3GHz, 32GB RAM, 8TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"7.059,99 €",,,https://media.nbb-cdn.de/images/products/660000/669303/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-02020 i9 2,3GHz, 64GB RAM, 1TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.889,99 €",,,https://media.nbb-cdn.de/images/products/660000/669327/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-02120 i9 2,3GHz, 64GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.369,99 €",,,https://media.nbb-cdn.de/images/products/660000/669331/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-02220 i9 2,3GHz, 64GB RAM, 4TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"6.099,99 €",,,https://media.nbb-cdn.de/images/products/660000/669338/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-02320 i9 2,3GHz, 64GB RAM, 8TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"7.539,99 €",,,https://media.nbb-cdn.de/images/products/660000/669340/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Lenovo ThinkPad X1 Extreme 2nd 20QV00CD i9, 32 GB, 2000 GB SSD, 15,6"" Ultra HD, UHD Graphics 630, Win 10 Pro",0,"3.144,99 €",,"39 cm (15,6"") 3840 x 2160 Pixel (Ultra HD) mattes Display
 Intel® Core™ i9 (9. Generation) 9880H CPU
 NVIDIA GeForce GTX 1650 4096 MB Grafik
 32 GB RAM | 2000 GB SSD
 Windows 10 Pro 64 Bit | Schwarz",https://media.nbb-cdn.de/images/products/680000/685016/20QV00CDDEMO_1.jpg?size=2800,Notebook
,,,,,,Notebook
"HP ZBook Fury 17 G7 119W4EA 17,3"" UHD IPS DC, Intel i9-10885H, 32GB RAM, 1TB SSD, NVIDIA Quadro RTX3000, Windows 10 Pro",0,"3.679,00 €",,,https://media.nbb-cdn.de/images/products/680000/686739/Alder_17_G7_TurboSilver_FrontLeft.png?size=2800,Notebook
